bwarea,bwconncomp,bweuler,sumbwperim,convexarea,eccentricity,equivdiameter,extent,filledarea,majoraxislength,solidity,meangrayintensity,entropy,celltype
-2.091471954286496,-0.19247075329247626,0.8298114052822819,-1.462264310986475,-2.0380061453848075,-0.6544634510129512,-2.2188245593259195,1.1858135243354748,-1.9305730728968633,-2.1044258707198247,1.1274995351728276,-1.7423686082519414,-2.214880243690223,lymp
1.4611088100398164,-0.19247075329247626,0.2511636527693863,0.46889710684839464,1.321760598227105,0.9756357813026516,1.3501167625188786,-0.09234795337559744,1.493085979220964,1.3648496952026852,-0.04190204769213176,1.9140514926996082,1.4094908213083364,mono
-0.634577634531226,-0.19247075329247626,-0.7132492680854396,0.2350455289074533,-0.1553009010410215,1.1044787599155734,-0.4907591787163306,-0.9546707211561382,-0.6115009705657524,0.41704642682634935,-0.92534356690994,-0.5433867653074573,-0.6043068073083483,neut
-0.36985755941485454,-0.19247075329247626,-1.22760282587468,1.3137802271511503,0.09087601550366622,0.3761480676567958,-0.24512875607677087,-0.6836908501182559,-0.23479966793374024,0.1161143941605398,-0.9009670966666345,-0.4720988941180486,-0.3010910625360275,neut
-0.736288554989665,-0.19247075329247626,-0.3274840997435093,0.7781846776735105,0.20848280154525795,1.5486214408477643,-0.5930746996988245,-2.0415181890075886,-0.6621395063293999,1.5214258089679449,-1.6582704609132144,-0.7995020189553593,-0.7045390566045691,neut
-0.568864569059747,-0.19247075329247626,-1.2918970205983351,1.3288674257279853,0.4765864070129543,-1.997351865260857,-0.44101519382042736,-1.344646212866948,-0.4595853632748097,0.08481753968178968,-1.760268879567982,-0.6360620442043593,-0.49872694014995833,neut
-0.2633922052788925,-0.19247075329247626,-2.1920157467295063,1.1704518406712185,0.03904929623110039,0.7289191677083433,-0.14384101444601752,-0.3241338863147578,-0.017424490021497208,0.2067574336015661,-0.6314899114468101,-0.4155959579045147,-0.2197902398919282,neut
-0.7415523922754941,-0.19247075329247626,-0.7132492680854396,0.4387227096947248,-0.10845752016004855,0.4432159637822149,-0.6015729612021902,-1.175148041567647,-0.6880763173302925,0.3351751956395341,-1.2047742564595614,-0.7121840554920369,-0.7096075226546338,neut
1.32306043218888,-0.19247075329247626,0.7655172105586268,0.86870786913452,1.8659411505890462,0.6475635006469044,1.2450067083118257,-1.1371046427914966,1.449857960886143,1.5461453521927462,-0.8480292169824758,0.9267987079552834,0.8597888203464316,mono
1.4487133222377029,-0.19247075329247626,-0.19889571029619912,-0.14967803480183717,0.8393734419209152,-0.06808740843975401,1.339778400610851,0.455150110167476,1.3214089921198175,0.45623157392511193,0.6799094272184559,1.550538806219167,1.481766224360563,mono
